[1 ]  #SUP: 0.1218460117374887
[2 3 11 12 ]  #SUP: 0.004507083287138298
[2 3 12 ]  #SUP: 0.004554856352289411
[2 4 ]  #SUP: 0.004507083287138298
[2 4 5 ]  #SUP: 0.004507083287138298
[2 4 5 6 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 8 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 9 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 10 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 11 ]  #SUP: 0.004507083287138298
[2 4 5 6 7 12 ]  #SUP: 0.004507083287138298
[2 4 5 6 8 ]  #SUP: 0.004507083287138298
[2 4 5 6 8 9 ]  #SUP: 0.004507083287138298
[2 4 5 6 8 10 ]  #SUP: 0.004507083287138298
[2 4 5 6 8 11 ]  #SUP: 0.004507083287138298
[2 4 5 6 8 12 ]  #SUP: 0.004507083287138298
[2 4 5 6 9 ]  #SUP: 0.004507083287138298
[2 4 5 6 9 10 ]  #SUP: 0.004507083287138298
[2 4 5 6 9 11 ]  #SUP: 0.004507083287138298
[2 4 5 6 9 12 ]  #SUP: 0.004507083287138298
[2 4 5 6 10 ]  #SUP: 0.004507083287138298
[2 4 5 6 10 11 ]  #SUP: 0.004507083287138298
[2 4 5 6 10 12 ]  #SUP: 0.004507083287138298
[2 4 5 6 11 ]  #SUP: 0.004507083287138298
[2 4 5 6 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 6 12 ]  #SUP: 0.004507083287138298
[2 4 5 7 ]  #SUP: 0.004507083287138298
[2 4 5 7 8 ]  #SUP: 0.004507083287138298
[2 4 5 7 8 9 ]  #SUP: 0.004507083287138298
[2 4 5 7 8 10 ]  #SUP: 0.004507083287138298
[2 4 5 7 8 11 ]  #SUP: 0.004507083287138298
[2 4 5 7 8 12 ]  #SUP: 0.004507083287138298
[2 4 5 7 9 ]  #SUP: 0.004507083287138298
[2 4 5 7 9 10 ]  #SUP: 0.004507083287138298
[2 4 5 7 9 11 ]  #SUP: 0.004507083287138298
[2 4 5 7 9 12 ]  #SUP: 0.004507083287138298
[2 4 5 7 10 ]  #SUP: 0.004507083287138298
[2 4 5 7 10 11 ]  #SUP: 0.004507083287138298
[2 4 5 7 10 12 ]  #SUP: 0.004507083287138298
[2 4 5 7 11 ]  #SUP: 0.004507083287138298
[2 4 5 7 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 7 12 ]  #SUP: 0.004507083287138298
[2 4 5 8 ]  #SUP: 0.004507083287138298
[2 4 5 8 9 ]  #SUP: 0.004507083287138298
[2 4 5 8 9 10 ]  #SUP: 0.004507083287138298
[2 4 5 8 9 11 ]  #SUP: 0.004507083287138298
[2 4 5 8 9 12 ]  #SUP: 0.004507083287138298
[2 4 5 8 10 ]  #SUP: 0.004507083287138298
[2 4 5 8 10 11 ]  #SUP: 0.004507083287138298
[2 4 5 8 10 12 ]  #SUP: 0.004507083287138298
[2 4 5 8 11 ]  #SUP: 0.004507083287138298
[2 4 5 8 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 8 12 ]  #SUP: 0.004507083287138298
[2 4 5 9 ]  #SUP: 0.004507083287138298
[2 4 5 9 10 ]  #SUP: 0.004507083287138298
[2 4 5 9 10 11 ]  #SUP: 0.004507083287138298
[2 4 5 9 10 12 ]  #SUP: 0.004507083287138298
[2 4 5 9 11 ]  #SUP: 0.004507083287138298
[2 4 5 9 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 9 12 ]  #SUP: 0.004507083287138298
[2 4 5 10 ]  #SUP: 0.004507083287138298
[2 4 5 10 11 ]  #SUP: 0.004507083287138298
[2 4 5 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 10 12 ]  #SUP: 0.004507083287138298
[2 4 5 11 ]  #SUP: 0.004507083287138298
[2 4 5 11 12 ]  #SUP: 0.004507083287138298
[2 4 5 12 ]  #SUP: 0.004507083287138298
[2 4 6 ]  #SUP: 0.004507083287138298
[2 4 6 7 ]  #SUP: 0.004507083287138298
[2 4 6 7 8 ]  #SUP: 0.004507083287138298
[2 4 6 7 8 9 ]  #SUP: 0.004507083287138298
[2 4 6 7 8 10 ]  #SUP: 0.004507083287138298
[2 4 6 7 8 11 ]  #SUP: 0.004507083287138298
[2 4 6 7 8 12 ]  #SUP: 0.004507083287138298
[2 4 6 7 9 ]  #SUP: 0.004507083287138298
[2 4 6 7 9 10 ]  #SUP: 0.004507083287138298
[2 4 6 7 9 11 ]  #SUP: 0.004507083287138298
[2 4 6 7 9 12 ]  #SUP: 0.004507083287138298
[2 4 6 7 10 ]  #SUP: 0.004507083287138298
[2 4 6 7 10 11 ]  #SUP: 0.004507083287138298
[2 4 6 7 10 12 ]  #SUP: 0.004507083287138298
[2 4 6 7 11 ]  #SUP: 0.004507083287138298
[2 4 6 7 11 12 ]  #SUP: 0.004507083287138298
[2 4 6 7 12 ]  #SUP: 0.004507083287138298
[2 4 6 8 ]  #SUP: 0.004507083287138298
[2 4 6 8 9 ]  #SUP: 0.004507083287138298
[2 4 6 8 9 10 ]  #SUP: 0.004507083287138298
[2 4 6 8 9 11 ]  #SUP: 0.004507083287138298
[2 4 6 8 9 12 ]  #SUP: 0.004507083287138298
[2 4 6 8 10 ]  #SUP: 0.004507083287138298
[2 4 6 8 10 11 ]  #SUP: 0.004507083287138298
[2 4 6 8 10 12 ]  #SUP: 0.004507083287138298
[2 4 6 8 11 ]  #SUP: 0.004507083287138298
[2 4 6 8 11 12 ]  #SUP: 0.004507083287138298
[2 4 6 8 12 ]  #SUP: 0.004507083287138298
[2 4 6 9 ]  #SUP: 0.004507083287138298
[2 4 6 9 10 ]  #SUP: 0.004507083287138298
[2 4 6 9 10 11 ]  #SUP: 0.004507083287138298
[2 4 6 9 10 12 ]  #SUP: 0.004507083287138298
[2 4 6 9 11 ]  #SUP: 0.004507083287138298
[2 4 6 9 11 12 ]  #SUP: 0.004507083287138298
[2 4 6 9 12 ]  #SUP: 0.004507083287138298
[2 4 6 10 ]  #SUP: 0.004507083287138298
[2 4 6 10 11 ]  #SUP: 0.004507083287138298
[2 4 6 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 6 10 12 ]  #SUP: 0.004507083287138298
[2 4 6 11 ]  #SUP: 0.004507083287138298
[2 4 6 11 12 ]  #SUP: 0.004507083287138298
[2 4 6 12 ]  #SUP: 0.004507083287138298
[2 4 7 ]  #SUP: 0.004507083287138298
[2 4 7 8 ]  #SUP: 0.004507083287138298
[2 4 7 8 9 ]  #SUP: 0.004507083287138298
[2 4 7 8 9 10 ]  #SUP: 0.004507083287138298
[2 4 7 8 9 11 ]  #SUP: 0.004507083287138298
[2 4 7 8 9 12 ]  #SUP: 0.004507083287138298
[2 4 7 8 10 ]  #SUP: 0.004507083287138298
[2 4 7 8 10 11 ]  #SUP: 0.004507083287138298
[2 4 7 8 10 12 ]  #SUP: 0.004507083287138298
[2 4 7 8 11 ]  #SUP: 0.004507083287138298
[2 4 7 8 11 12 ]  #SUP: 0.004507083287138298
[2 4 7 8 12 ]  #SUP: 0.004507083287138298
[2 4 7 9 ]  #SUP: 0.004507083287138298
[2 4 7 9 10 ]  #SUP: 0.004507083287138298
[2 4 7 9 10 11 ]  #SUP: 0.004507083287138298
[2 4 7 9 10 12 ]  #SUP: 0.004507083287138298
[2 4 7 9 11 ]  #SUP: 0.004507083287138298
[2 4 7 9 11 12 ]  #SUP: 0.004507083287138298
[2 4 7 9 12 ]  #SUP: 0.004507083287138298
[2 4 7 10 ]  #SUP: 0.004507083287138298
[2 4 7 10 11 ]  #SUP: 0.004507083287138298
[2 4 7 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 7 10 12 ]  #SUP: 0.004507083287138298
[2 4 7 11 ]  #SUP: 0.004507083287138298
[2 4 7 11 12 ]  #SUP: 0.004507083287138298
[2 4 7 12 ]  #SUP: 0.004507083287138298
[2 4 8 ]  #SUP: 0.004507083287138298
[2 4 8 9 ]  #SUP: 0.004507083287138298
[2 4 8 9 10 ]  #SUP: 0.004507083287138298
[2 4 8 9 10 11 ]  #SUP: 0.004507083287138298
[2 4 8 9 10 12 ]  #SUP: 0.004507083287138298
[2 4 8 9 11 ]  #SUP: 0.004507083287138298
[2 4 8 9 11 12 ]  #SUP: 0.004507083287138298
[2 4 8 9 12 ]  #SUP: 0.004507083287138298
[2 4 8 10 ]  #SUP: 0.004507083287138298
[2 4 8 10 11 ]  #SUP: 0.004507083287138298
[2 4 8 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 8 10 12 ]  #SUP: 0.004507083287138298
[2 4 8 11 ]  #SUP: 0.004507083287138298
[2 4 8 11 12 ]  #SUP: 0.004507083287138298
[2 4 8 12 ]  #SUP: 0.004507083287138298
[2 4 9 ]  #SUP: 0.004507083287138298
[2 4 9 10 ]  #SUP: 0.004507083287138298
[2 4 9 10 11 ]  #SUP: 0.004507083287138298
[2 4 9 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 9 10 12 ]  #SUP: 0.004507083287138298
[2 4 9 11 ]  #SUP: 0.004507083287138298
[2 4 9 11 12 ]  #SUP: 0.004507083287138298
[2 4 9 12 ]  #SUP: 0.004507083287138298
[2 4 10 ]  #SUP: 0.004507083287138298
[2 4 10 11 ]  #SUP: 0.004507083287138298
[2 4 10 11 12 ]  #SUP: 0.004507083287138298
[2 4 10 12 ]  #SUP: 0.004507083287138298
[2 4 11 ]  #SUP: 0.004507083287138298
[2 4 11 12 ]  #SUP: 0.004507083287138298
[2 4 12 ]  #SUP: 0.004507083287138298
[2 6 ]  #SUP: 0.004507083287138298
[2 6 7 ]  #SUP: 0.004507083287138298
[2 6 7 8 ]  #SUP: 0.004507083287138298
[2 6 7 8 9 ]  #SUP: 0.004507083287138298
[2 6 7 8 9 10 ]  #SUP: 0.004507083287138298
[2 6 7 8 9 11 ]  #SUP: 0.004507083287138298
[2 6 7 8 9 12 ]  #SUP: 0.004507083287138298
[2 6 7 8 10 ]  #SUP: 0.004507083287138298
[2 6 7 8 10 11 ]  #SUP: 0.004507083287138298
[2 6 7 8 10 12 ]  #SUP: 0.004507083287138298
[2 6 7 8 11 ]  #SUP: 0.004507083287138298
[2 6 7 8 11 12 ]  #SUP: 0.004507083287138298
[2 6 7 8 12 ]  #SUP: 0.004507083287138298
[2 6 7 9 ]  #SUP: 0.004507083287138298
[2 6 7 9 10 ]  #SUP: 0.004507083287138298
[2 6 7 9 10 11 ]  #SUP: 0.004507083287138298
[2 6 7 9 10 12 ]  #SUP: 0.004507083287138298
[2 6 7 9 11 ]  #SUP: 0.004507083287138298
[2 6 7 9 11 12 ]  #SUP: 0.004507083287138298
[2 6 7 9 12 ]  #SUP: 0.004507083287138298
[2 6 7 10 ]  #SUP: 0.004507083287138298
[2 6 7 10 11 ]  #SUP: 0.004507083287138298
[2 6 7 10 11 12 ]  #SUP: 0.004507083287138298
[2 6 7 10 12 ]  #SUP: 0.004507083287138298
[2 6 7 11 ]  #SUP: 0.004507083287138298
[2 6 7 11 12 ]  #SUP: 0.004507083287138298
[2 6 7 12 ]  #SUP: 0.004507083287138298
[2 6 8 ]  #SUP: 0.004507083287138298
[2 6 8 9 ]  #SUP: 0.004507083287138298
[2 6 8 9 10 ]  #SUP: 0.004507083287138298
[2 6 8 9 10 11 ]  #SUP: 0.004507083287138298
[2 6 8 9 10 12 ]  #SUP: 0.004507083287138298
[2 6 8 9 11 ]  #SUP: 0.004507083287138298
[2 6 8 9 11 12 ]  #SUP: 0.004507083287138298
[2 6 8 9 12 ]  #SUP: 0.004507083287138298
[2 6 8 10 ]  #SUP: 0.004507083287138298
[2 6 8 10 11 ]  #SUP: 0.004507083287138298
[2 6 8 10 11 12 ]  #SUP: 0.004507083287138298
[2 6 8 10 12 ]  #SUP: 0.004507083287138298
[2 6 8 11 ]  #SUP: 0.004507083287138298
[2 6 8 11 12 ]  #SUP: 0.004507083287138298
[2 6 8 12 ]  #SUP: 0.004507083287138298
[2 6 9 ]  #SUP: 0.004507083287138298
[2 6 9 10 ]  #SUP: 0.004507083287138298
[2 6 9 10 11 ]  #SUP: 0.004507083287138298
[2 6 9 10 11 12 ]  #SUP: 0.004507083287138298
[2 6 9 10 12 ]  #SUP: 0.004507083287138298
[2 6 9 11 ]  #SUP: 0.004507083287138298
[2 6 9 11 12 ]  #SUP: 0.004507083287138298
[2 6 9 12 ]  #SUP: 0.004507083287138298
[2 6 10 ]  #SUP: 0.004507083287138298
[2 6 10 11 ]  #SUP: 0.004507083287138298
[2 6 10 11 12 ]  #SUP: 0.004507083287138298
[2 6 10 12 ]  #SUP: 0.004507083287138298
[2 6 11 ]  #SUP: 0.004507083287138298
[2 6 11 12 ]  #SUP: 0.004507083287138298
[2 6 12 ]  #SUP: 0.004507083287138298
[2 11 ]  #SUP: 0.004507083287138298
[2 11 12 ]  #SUP: 0.004507083287138298
[2 18 ]  #SUP: 0.008361160848824758
[2 18 21 ]  #SUP: 0.00562605312718696
[2 21 ]  #SUP: 0.00562605312718696
[3 ]  #SUP: 0.00538170765624881
[3 4 ]  #SUP: 0.004507083287138298
[3 4 5 ]  #SUP: 0.004507083287138298
[3 4 5 6 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 8 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 9 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 10 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 11 ]  #SUP: 0.004507083287138298
[3 4 5 6 7 12 ]  #SUP: 0.004507083287138298
[3 4 5 6 8 ]  #SUP: 0.004507083287138298
[3 4 5 6 8 9 ]  #SUP: 0.004507083287138298
[3 4 5 6 8 10 ]  #SUP: 0.004507083287138298
[3 4 5 6 8 11 ]  #SUP: 0.004507083287138298
[3 4 5 6 8 12 ]  #SUP: 0.004507083287138298
[3 4 5 6 9 ]  #SUP: 0.004507083287138298
[3 4 5 6 9 10 ]  #SUP: 0.004507083287138298
[3 4 5 6 9 11 ]  #SUP: 0.004507083287138298
[3 4 5 6 9 12 ]  #SUP: 0.004507083287138298
[3 4 5 6 10 ]  #SUP: 0.004507083287138298
[3 4 5 6 10 11 ]  #SUP: 0.004507083287138298
[3 4 5 6 10 12 ]  #SUP: 0.004507083287138298
[3 4 5 6 11 ]  #SUP: 0.004507083287138298
[3 4 5 6 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 6 12 ]  #SUP: 0.004507083287138298
[3 4 5 7 ]  #SUP: 0.004507083287138298
[3 4 5 7 8 ]  #SUP: 0.004507083287138298
[3 4 5 7 8 9 ]  #SUP: 0.004507083287138298
[3 4 5 7 8 10 ]  #SUP: 0.004507083287138298
[3 4 5 7 8 11 ]  #SUP: 0.004507083287138298
[3 4 5 7 8 12 ]  #SUP: 0.004507083287138298
[3 4 5 7 9 ]  #SUP: 0.004507083287138298
[3 4 5 7 9 10 ]  #SUP: 0.004507083287138298
[3 4 5 7 9 11 ]  #SUP: 0.004507083287138298
[3 4 5 7 9 12 ]  #SUP: 0.004507083287138298
[3 4 5 7 10 ]  #SUP: 0.004507083287138298
[3 4 5 7 10 11 ]  #SUP: 0.004507083287138298
[3 4 5 7 10 12 ]  #SUP: 0.004507083287138298
[3 4 5 7 11 ]  #SUP: 0.004507083287138298
[3 4 5 7 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 7 12 ]  #SUP: 0.004507083287138298
[3 4 5 8 ]  #SUP: 0.004507083287138298
[3 4 5 8 9 ]  #SUP: 0.004507083287138298
[3 4 5 8 9 10 ]  #SUP: 0.004507083287138298
[3 4 5 8 9 11 ]  #SUP: 0.004507083287138298
[3 4 5 8 9 12 ]  #SUP: 0.004507083287138298
[3 4 5 8 10 ]  #SUP: 0.004507083287138298
[3 4 5 8 10 11 ]  #SUP: 0.004507083287138298
[3 4 5 8 10 12 ]  #SUP: 0.004507083287138298
[3 4 5 8 11 ]  #SUP: 0.004507083287138298
[3 4 5 8 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 8 12 ]  #SUP: 0.004507083287138298
[3 4 5 9 ]  #SUP: 0.004507083287138298
[3 4 5 9 10 ]  #SUP: 0.004507083287138298
[3 4 5 9 10 11 ]  #SUP: 0.004507083287138298
[3 4 5 9 10 12 ]  #SUP: 0.004507083287138298
[3 4 5 9 11 ]  #SUP: 0.004507083287138298
[3 4 5 9 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 9 12 ]  #SUP: 0.004507083287138298
[3 4 5 10 ]  #SUP: 0.004507083287138298
[3 4 5 10 11 ]  #SUP: 0.004507083287138298
[3 4 5 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 10 12 ]  #SUP: 0.004507083287138298
[3 4 5 11 ]  #SUP: 0.004507083287138298
[3 4 5 11 12 ]  #SUP: 0.004507083287138298
[3 4 5 12 ]  #SUP: 0.004507083287138298
[3 4 6 ]  #SUP: 0.004507083287138298
[3 4 6 7 ]  #SUP: 0.004507083287138298
[3 4 6 7 8 ]  #SUP: 0.004507083287138298
[3 4 6 7 8 9 ]  #SUP: 0.004507083287138298
[3 4 6 7 8 10 ]  #SUP: 0.004507083287138298
[3 4 6 7 8 11 ]  #SUP: 0.004507083287138298
[3 4 6 7 8 12 ]  #SUP: 0.004507083287138298
[3 4 6 7 9 ]  #SUP: 0.004507083287138298
[3 4 6 7 9 10 ]  #SUP: 0.004507083287138298
[3 4 6 7 9 11 ]  #SUP: 0.004507083287138298
[3 4 6 7 9 12 ]  #SUP: 0.004507083287138298
[3 4 6 7 10 ]  #SUP: 0.004507083287138298
[3 4 6 7 10 11 ]  #SUP: 0.004507083287138298
[3 4 6 7 10 12 ]  #SUP: 0.004507083287138298
[3 4 6 7 11 ]  #SUP: 0.004507083287138298
[3 4 6 7 11 12 ]  #SUP: 0.004507083287138298
[3 4 6 7 12 ]  #SUP: 0.004507083287138298
[3 4 6 8 ]  #SUP: 0.004507083287138298
[3 4 6 8 9 ]  #SUP: 0.004507083287138298
[3 4 6 8 9 10 ]  #SUP: 0.004507083287138298
[3 4 6 8 9 11 ]  #SUP: 0.004507083287138298
[3 4 6 8 9 12 ]  #SUP: 0.004507083287138298
[3 4 6 8 10 ]  #SUP: 0.004507083287138298
[3 4 6 8 10 11 ]  #SUP: 0.004507083287138298
[3 4 6 8 10 12 ]  #SUP: 0.004507083287138298
[3 4 6 8 11 ]  #SUP: 0.004507083287138298
[3 4 6 8 11 12 ]  #SUP: 0.004507083287138298
[3 4 6 8 12 ]  #SUP: 0.004507083287138298
[3 4 6 9 ]  #SUP: 0.004507083287138298
[3 4 6 9 10 ]  #SUP: 0.004507083287138298
[3 4 6 9 10 11 ]  #SUP: 0.004507083287138298
[3 4 6 9 10 12 ]  #SUP: 0.004507083287138298
[3 4 6 9 11 ]  #SUP: 0.004507083287138298
[3 4 6 9 11 12 ]  #SUP: 0.004507083287138298
[3 4 6 9 12 ]  #SUP: 0.004507083287138298
[3 4 6 10 ]  #SUP: 0.004507083287138298
[3 4 6 10 11 ]  #SUP: 0.004507083287138298
[3 4 6 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 6 10 12 ]  #SUP: 0.004507083287138298
[3 4 6 11 ]  #SUP: 0.004507083287138298
[3 4 6 11 12 ]  #SUP: 0.004507083287138298
[3 4 6 12 ]  #SUP: 0.004507083287138298
[3 4 7 ]  #SUP: 0.004507083287138298
[3 4 7 8 ]  #SUP: 0.004507083287138298
[3 4 7 8 9 ]  #SUP: 0.004507083287138298
[3 4 7 8 9 10 ]  #SUP: 0.004507083287138298
[3 4 7 8 9 11 ]  #SUP: 0.004507083287138298
[3 4 7 8 9 12 ]  #SUP: 0.004507083287138298
[3 4 7 8 10 ]  #SUP: 0.004507083287138298
[3 4 7 8 10 11 ]  #SUP: 0.004507083287138298
[3 4 7 8 10 12 ]  #SUP: 0.004507083287138298
[3 4 7 8 11 ]  #SUP: 0.004507083287138298
[3 4 7 8 11 12 ]  #SUP: 0.004507083287138298
[3 4 7 8 12 ]  #SUP: 0.004507083287138298
[3 4 7 9 ]  #SUP: 0.004507083287138298
[3 4 7 9 10 ]  #SUP: 0.004507083287138298
[3 4 7 9 10 11 ]  #SUP: 0.004507083287138298
[3 4 7 9 10 12 ]  #SUP: 0.004507083287138298
[3 4 7 9 11 ]  #SUP: 0.004507083287138298
[3 4 7 9 11 12 ]  #SUP: 0.004507083287138298
[3 4 7 9 12 ]  #SUP: 0.004507083287138298
[3 4 7 10 ]  #SUP: 0.004507083287138298
[3 4 7 10 11 ]  #SUP: 0.004507083287138298
[3 4 7 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 7 10 12 ]  #SUP: 0.004507083287138298
[3 4 7 11 ]  #SUP: 0.004507083287138298
[3 4 7 11 12 ]  #SUP: 0.004507083287138298
[3 4 7 12 ]  #SUP: 0.004507083287138298
[3 4 8 ]  #SUP: 0.004507083287138298
[3 4 8 9 ]  #SUP: 0.004507083287138298
[3 4 8 9 10 ]  #SUP: 0.004507083287138298
[3 4 8 9 10 11 ]  #SUP: 0.004507083287138298
[3 4 8 9 10 12 ]  #SUP: 0.004507083287138298
[3 4 8 9 11 ]  #SUP: 0.004507083287138298
[3 4 8 9 11 12 ]  #SUP: 0.004507083287138298
[3 4 8 9 12 ]  #SUP: 0.004507083287138298
[3 4 8 10 ]  #SUP: 0.004507083287138298
[3 4 8 10 11 ]  #SUP: 0.004507083287138298
[3 4 8 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 8 10 12 ]  #SUP: 0.004507083287138298
[3 4 8 11 ]  #SUP: 0.004507083287138298
[3 4 8 11 12 ]  #SUP: 0.004507083287138298
[3 4 8 12 ]  #SUP: 0.004507083287138298
[3 4 9 ]  #SUP: 0.004507083287138298
[3 4 9 10 ]  #SUP: 0.004507083287138298
[3 4 9 10 11 ]  #SUP: 0.004507083287138298
[3 4 9 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 9 10 12 ]  #SUP: 0.004507083287138298
[3 4 9 11 ]  #SUP: 0.004507083287138298
[3 4 9 11 12 ]  #SUP: 0.004507083287138298
[3 4 9 12 ]  #SUP: 0.004507083287138298
[3 4 10 ]  #SUP: 0.004507083287138298
[3 4 10 11 ]  #SUP: 0.004507083287138298
[3 4 10 11 12 ]  #SUP: 0.004507083287138298
[3 4 10 12 ]  #SUP: 0.004507083287138298
[3 4 11 ]  #SUP: 0.004507083287138298
[3 4 11 12 ]  #SUP: 0.004507083287138298
[3 4 12 ]  #SUP: 0.004507083287138298
[3 5 ]  #SUP: 0.004554856352289411
[3 5 6 ]  #SUP: 0.004507083287138298
[3 5 6 7 ]  #SUP: 0.004507083287138298
[3 5 6 7 8 ]  #SUP: 0.004507083287138298
[3 5 6 7 8 9 ]  #SUP: 0.004507083287138298
[3 5 6 7 8 10 ]  #SUP: 0.004507083287138298
[3 5 6 7 8 11 ]  #SUP: 0.004507083287138298
[3 5 6 7 8 12 ]  #SUP: 0.004507083287138298
[3 5 6 7 9 ]  #SUP: 0.004507083287138298
[3 5 6 7 9 10 ]  #SUP: 0.004507083287138298
[3 5 6 7 9 11 ]  #SUP: 0.004507083287138298
[3 5 6 7 9 12 ]  #SUP: 0.004507083287138298
[3 5 6 7 10 ]  #SUP: 0.004507083287138298
[3 5 6 7 10 11 ]  #SUP: 0.004507083287138298
[3 5 6 7 10 12 ]  #SUP: 0.004507083287138298
[3 5 6 7 11 ]  #SUP: 0.004507083287138298
[3 5 6 7 11 12 ]  #SUP: 0.004507083287138298
[3 5 6 7 12 ]  #SUP: 0.004507083287138298
[3 5 6 8 ]  #SUP: 0.004507083287138298
[3 5 6 8 9 ]  #SUP: 0.004507083287138298
[3 5 6 8 9 10 ]  #SUP: 0.004507083287138298
[3 5 6 8 9 11 ]  #SUP: 0.004507083287138298
[3 5 6 8 9 12 ]  #SUP: 0.004507083287138298
[3 5 6 8 10 ]  #SUP: 0.004507083287138298
[3 5 6 8 10 11 ]  #SUP: 0.004507083287138298
[3 5 6 8 10 12 ]  #SUP: 0.004507083287138298
[3 5 6 8 11 ]  #SUP: 0.004507083287138298
[3 5 6 8 11 12 ]  #SUP: 0.004507083287138298
[3 5 6 8 12 ]  #SUP: 0.004507083287138298
[3 5 6 9 ]  #SUP: 0.004507083287138298
[3 5 6 9 10 ]  #SUP: 0.004507083287138298
[3 5 6 9 10 11 ]  #SUP: 0.004507083287138298
[3 5 6 9 10 12 ]  #SUP: 0.004507083287138298
[3 5 6 9 11 ]  #SUP: 0.004507083287138298
[3 5 6 9 11 12 ]  #SUP: 0.004507083287138298
[3 5 6 9 12 ]  #SUP: 0.004507083287138298
[3 5 6 10 ]  #SUP: 0.004507083287138298
[3 5 6 10 11 ]  #SUP: 0.004507083287138298
[3 5 6 10 11 12 ]  #SUP: 0.004507083287138298
[3 5 6 10 12 ]  #SUP: 0.004507083287138298
[3 5 6 11 ]  #SUP: 0.004507083287138298
[3 5 6 11 12 ]  #SUP: 0.004507083287138298
[3 5 6 12 ]  #SUP: 0.004507083287138298
[3 5 7 ]  #SUP: 0.004554856352289411
[3 5 7 8 ]  #SUP: 0.004554856352289411
[3 5 7 8 9 ]  #SUP: 0.004554856352289411
[3 5 7 8 9 10 ]  #SUP: 0.004554856352289411
[3 5 7 8 9 11 ]  #SUP: 0.004507083287138298
[3 5 7 8 9 12 ]  #SUP: 0.004554856352289411
[3 5 7 8 10 ]  #SUP: 0.004554856352289411
[3 5 7 8 10 11 ]  #SUP: 0.004507083287138298
[3 5 7 8 10 12 ]  #SUP: 0.004554856352289411
[3 5 7 8 11 ]  #SUP: 0.004507083287138298
[3 5 7 8 11 12 ]  #SUP: 0.004507083287138298
[3 5 7 8 12 ]  #SUP: 0.004554856352289411
[3 5 7 9 ]  #SUP: 0.004554856352289411
[3 5 7 9 10 ]  #SUP: 0.004554856352289411
[3 5 7 9 10 11 ]  #SUP: 0.004507083287138298
[3 5 7 9 10 12 ]  #SUP: 0.004554856352289411
[3 5 7 9 11 ]  #SUP: 0.004507083287138298
[3 5 7 9 11 12 ]  #SUP: 0.004507083287138298
[3 5 7 9 12 ]  #SUP: 0.004554856352289411
[3 5 7 10 ]  #SUP: 0.004554856352289411
[3 5 7 10 11 ]  #SUP: 0.004507083287138298
[3 5 7 10 11 12 ]  #SUP: 0.004507083287138298
[3 5 7 10 12 ]  #SUP: 0.004554856352289411
[3 5 7 11 ]  #SUP: 0.004507083287138298
[3 5 7 11 12 ]  #SUP: 0.004507083287138298
[3 5 7 12 ]  #SUP: 0.004554856352289411
[3 5 8 ]  #SUP: 0.004554856352289411
[3 5 8 9 ]  #SUP: 0.004554856352289411
[3 5 8 9 10 ]  #SUP: 0.004554856352289411
[3 5 8 9 10 11 ]  #SUP: 0.004507083287138298
[3 5 8 9 10 12 ]  #SUP: 0.004554856352289411
[3 5 8 9 11 ]  #SUP: 0.004507083287138298
[3 5 8 9 11 12 ]  #SUP: 0.004507083287138298
[3 5 8 9 12 ]  #SUP: 0.004554856352289411
[3 5 8 10 ]  #SUP: 0.004554856352289411
[3 5 8 10 11 ]  #SUP: 0.004507083287138298
[3 5 8 10 11 12 ]  #SUP: 0.004507083287138298
[3 5 8 10 12 ]  #SUP: 0.004554856352289411
[3 5 8 11 ]  #SUP: 0.004507083287138298
[3 5 8 11 12 ]  #SUP: 0.004507083287138298
[3 5 8 12 ]  #SUP: 0.004554856352289411
[3 5 9 ]  #SUP: 0.004554856352289411
[3 5 9 10 ]  #SUP: 0.004554856352289411
[3 5 9 10 11 ]  #SUP: 0.004507083287138298
[3 5 9 10 11 12 ]  #SUP: 0.004507083287138298
[3 5 9 10 12 ]  #SUP: 0.004554856352289411
